,0
2011-04-15,5.737270141810814
2012-04-15,4.864176829268293
2013-04-15,4.165925724637681
2014-04-15,7.122276224729767
2015-04-15,6.152754769989491
2016-04-15,5.023534798534798
2017-04-15,3.885698116569514
2018-04-15,5.255830243271221
