,0
2013-01-15,0.3284874046825051
2013-02-15,0.406434029678348
2013-03-15,0.3069031129002063
2013-04-15,0.5747008385078408
2013-05-15,0.6327956453029894
2013-06-15,0.3816180126631067
2013-07-15,0.4034530846442106
2013-08-15,0.7291394309235977
2013-09-15,0.8144729445626671
2013-10-15,0.32113742111543325
2013-11-15,0.547842460721089
2013-12-15,0.6772635845234762
2014-01-15,0.2589269878390318
2014-02-15,0.10853734550042653
2014-03-15,0.12428897621476884
2014-04-15,0.13601678774033601
2014-05-15,0.3679651170853456
2014-06-15,0.40351183825035886
2014-07-15,0.3766784215217238
2014-08-15,0.448736308917318
2014-09-15,0.32791366355585444
2014-10-15,0.3859376301606329
2014-11-15,0.29165461691916644
2014-12-15,0.2604251661816436
2015-01-15,0.19974179505017192
2015-02-15,0.24633953268027844
2015-03-15,0.06440669930541294
2015-04-15,0.0395201193433377
2015-05-15,0.28466232005405206
2015-06-15,
2015-07-15,0.2421477286223127
2015-08-15,0.24903264828169308
2015-09-15,0.36092731835705105
2015-10-15,
2015-11-15,0.2386406139543443
2015-12-15,
2016-01-15,0.1514466038226564
2016-02-15,0.239913366263248
2016-03-15,0.25875405903179144
2016-04-15,0.15168380702198456
2016-05-15,0.2690305915787356
2016-06-15,0.38154966962247994
2016-07-15,0.5802107387538865
2016-08-15,0.5212784471156447
2016-09-15,0.49030487046293986
2016-10-15,0.3305376194191341
2016-11-15,0.35967120507572287
2016-12-15,0.21817614271967498
2017-01-15,0.4058345714652021
2017-02-15,0.4516140977617322
2017-03-15,0.16045597490037472
2017-04-15,0.2828850145140543
2017-05-15,0.29446454683230705
2017-06-15,0.4584417891021007
2017-07-15,0.39576960983495335
2017-08-15,0.4126204805370268
2017-09-15,0.49740655970173153
2017-10-15,0.9704105837422505
2017-11-15,0.5989088157366211
2017-12-15,0.6042556542153246
2018-01-15,0.3373076983533634
2018-02-15,0.5959700904615209
2018-03-15,0.2542610517820195
2018-04-15,0.30351774474628485
2018-05-15,0.4682187162163128
2018-06-15,0.38922194167174007
2018-07-15,0.41928666310128004
2018-08-15,0.8185910233235806
2018-09-15,0.5118143386283838
2018-10-15,0.4512219254786199
2018-11-15,0.26747590354234707
2018-12-15,0.3164442044265429
2019-01-15,0.4247166213808216
2019-02-15,0.4400732298479571
2019-03-15,0.35932392041579836
2019-04-15,0.3147749162466413
2019-05-15,0.3075031771148919
2019-06-15,0.2878752168947136
2019-07-15,0.28714424168690633
2019-08-15,0.3032771392882224
2019-09-15,0.3421468504921238
2019-10-15,0.26254070788747247
2019-11-15,0.3145421586058097
2019-12-15,0.23942910812748933
