,0
2015-01-15,25.78666666666667
2015-02-15,27.296296296296287
2015-03-15,24.23000000000001
2015-04-15,19.768965517241377
2015-05-15,23.427999999999997
2015-06-15,
2015-07-15,26.186666666666657
2015-08-15,22.693548387096772
2015-09-15,26.179310344827588
2015-10-15,20.416666666666668
2015-11-15,29.83793103448276
2015-12-15,35.31935483870968
2016-01-15,31.268181818181812
2016-02-15,30.134482758620692
2016-03-15,30.88064516129032
2016-04-15,23.5896551724138
2016-05-15,18.793333333333333
2016-06-15,21.451724137931034
2016-07-15,22.816129032258065
2016-08-15,21.779999999999994
2016-09-15,24.262500000000003
2016-10-15,17.78571428571429
2016-11-15,24.033333333333328
2016-12-15,38.070000000000014
2017-01-15,26.456666666666667
2017-02-15,32.05925925925926
2017-03-15,22.65666666666667
2017-04-15,17.59666666666666
2017-05-15,
2017-06-15,25.43793103448276
2017-07-15,24.446428571428573
2017-08-15,27.766666666666676
2017-09-15,19.175862068965518
2017-10-15,27.19677419354839
2017-11-15,27.36206896551724
2017-12-15,21.41612903225806
2018-01-15,
2018-02-15,
2018-03-15,22.49130434782609
2018-04-15,41.286956521739135
2018-05-15,23.990476190476194
2018-06-15,17.5962962962963
2018-07-15,20.38076923076923
2018-08-15,21.555172413793102
2018-09-15,22.268965517241377
2018-10-15,31.65357142857142
2018-11-15,21.866666666666667
2018-12-15,
