,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,concNnh3,GE0001R,Abastumani,41.755053,42.825333,1650.0,ug N m-3,monthly
1,concNnh3,AM0001R,Amberd,40.38444444,44.260583333,2080.0,ug N m-3,monthly
2,concNnh3,NO0090R,Andøya,69.278333,16.011666,380.0,ug N m-3,monthly
3,concNnh3,DK0008R,Anholt,56.716667,11.516667,43.0,ug N m-3,monthly
4,concNnh3,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-3,monthly
5,concNnh3,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug N m-3,monthly
6,concNnh3,TH1042U,Bangkok,13.766667,100.533333,2.0,ug N m-3,monthly
7,concNnh3,JP1024U,Banryu,34.683333,131.8,53.0,ug N m-3,monthly
8,concNnh3,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug N m-3,monthly
9,concNnh3,CH0053R,Beromünster,47.18961391,8.175433684,797.0,ug N m-3,monthly
10,concNnh3,NO0002R;NO0001R,Birkenes II,58.38853,8.252,219.0,ug N m-3,monthly
11,concNnh3,SE0005R,Bredkälen,63.85,15.333333,404.0,ug N m-3,monthly
12,concNnh3,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug N m-3,monthly
13,concNnh3,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug N m-3,monthly
14,concNnh3,TR0001R,Cubuk II,40.5,33.0,1169.0,ug N m-3,monthly
15,concNnh3,NL0091R,De Zilk,52.3,4.5,6.0,ug N m-3,monthly
16,concNnh3,PL0005R,Diabla Gora,54.15,22.066667,159.45,ug N m-3,monthly
17,concNnh3,NL0007R,Eibergen,52.083333,6.566667,22.0,ug N m-3,monthly
18,concNnh3,ES0014R,Els Torms,41.39389,0.73472,470.0,ug N m-3,monthly
19,concNnh3,HU0003R,Farkasfa,46.91,16.32,314.0,ug N m-3,monthly
20,concNnh3,GB0054R,Glen Saugh,56.907222,-2.559167,85.0,ug N m-3,monthly
21,concNnh3,SE0020R,Hallahus,56.0429,13.148,190.0,ug N m-3,monthly
22,concNnh3,VN1047U,Hanoi,21.016667,105.85,5.0,ug N m-3,monthly
23,concNnh3,JP1021R,Happo,36.7,137.8,1850.0,ug N m-3,monthly
24,concNnh3,JP1027R,Hedo,26.866667,128.25,60.0,ug N m-3,monthly
25,concNnh3,GB0014R,High Muffles,54.334444,-0.8075,267.0,ug N m-3,monthly
26,concNnh3,VN1048R,Hoa Binh,20.816667,105.333333,23.0,ug N m-3,monthly
27,concNnh3,NO0056R,Hurdal,60.372386,11.078142,300.0,ug N m-3,monthly
28,concNnh3,FI0050R,Hyytiälä,61.85,24.283333,184.0,ug N m-3,monthly
29,concNnh3,JP1022R,Ijira,35.566667,136.683333,140.0,ug N m-3,monthly
30,concNnh3,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug N m-3,monthly
31,concNnh3,RU1040U,Irkutsk,52.233333,104.25,400.0,ug N m-3,monthly
32,concNnh3,SI0008R,Iskrba,45.566667,14.866667,525.0,ug N m-3,monthly
33,concNnh3,HU0002R,K-puszta,46.966667,19.583333,128.0,ug N m-3,monthly
34,concNnh3,NO0055R,Karasjok,69.466667,25.216667,333.0,ug N m-3,monthly
35,concNnh3,DK0005R,Keldsnor,54.746495,10.73616,10.0,ug N m-3,monthly
