,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,conchcho,FR0015R,La Tardière,46.65,-0.75,137.0,ug m-3,monthly
1,conchcho,FR0013R,Peyrusse Vieille,43.616667,0.183333,204.0,ug m-3,monthly
