,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,concNtno3,GE0001R,Abastumani,41.755053,42.825333,1650.0,ug N m-3,monthly
1,concNtno3,CA0008R,Algoma,47.035,-84.381111,411.0,ug N m-3,monthly
2,concNtno3,AM0001R,Amberd,40.38444444,44.260583333,2080.0,ug N m-3,monthly
3,concNtno3,NO0090R,Andøya,69.278333,16.011666,380.0,ug N m-3,monthly
4,concNtno3,DK0008R,Anholt,56.716667,11.516667,43.0,ug N m-3,monthly
5,concNtno3,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-3,monthly
6,concNtno3,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug N m-3,monthly
7,concNtno3,CA0079R,Bay dEspoir B,47.9894,-55.818,190.0,ug N m-3,monthly
8,concNtno3,NO0002R;NO0001R,Birkenes II,58.38853,8.252,219.0,ug N m-3,monthly
9,concNtno3,CA0023R,Bratts Lake,50.202778,-104.204167,600.0,ug N m-3,monthly
10,concNtno3,SE0005R,Bredkälen,63.85,15.333333,404.0,ug N m-3,monthly
11,concNtno3,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug N m-3,monthly
12,concNtno3,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug N m-3,monthly
13,concNtno3,CA0017R,Chapais,49.822222,-74.976389,381.0,ug N m-3,monthly
14,concNtno3,SK0002R,Chopok,48.933333,19.583333,2008.0,ug N m-3,monthly
15,concNtno3,CZ0005R,Churanov,49.066667,13.6,1118.0,ug N m-3,monthly
16,concNtno3,TR0001R,Cubuk II,40.5,33.0,1169.0,ug N m-3,monthly
17,concNtno3,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug N m-3,monthly
18,concNtno3,PL0005R,Diabla Gora,54.15,22.066667,159.45,ug N m-3,monthly
19,concNtno3,ES0017R,Doñana,37.05194,-6.55528,35.0,ug N m-3,monthly
20,concNtno3,CA0011R,Egbert,44.231006,-79.783839,255.0,ug N m-3,monthly
21,concNtno3,ES0014R,Els Torms,41.39389,0.73472,470.0,ug N m-3,monthly
22,concNtno3,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug N m-3,monthly
