,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,concNno3pm10,GE0001R,Abastumani,41.755053,42.825333,1650.0,ug N m-3,monthly
1,concNno3pm10,CY0002R,Agia Marina Xyliatou ; Cyprus Atmospheric Observatory,35.0381,33.0578,523.0,ug N m-3,monthly
2,concNno3pm10,CA0420G,Alert,82.4991455078,-62.3415260315,220.0,ug N m-3,monthly
3,concNno3pm10,CA0008R,Algoma,47.035,-84.381111,411.0,ug N m-3,monthly
4,concNno3pm10,AM0001R,Amberd,40.38444444,44.260583333,2080.0,ug N m-3,monthly
5,concNno3pm10,NO0090R,Andøya,69.278333,16.011666,380.0,ug N m-3,monthly
6,concNno3pm10,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-3,monthly
7,concNno3pm10,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug N m-3,monthly
8,concNno3pm10,TH1042U,Bangkok,13.766667,100.533333,2.0,ug N m-3,monthly
9,concNno3pm10,JP1024U,Banryu,34.683333,131.8,53.0,ug N m-3,monthly
10,concNno3pm10,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug N m-3,monthly
11,concNno3pm10,CA0079R,Bay dEspoir B,47.9894,-55.818,190.0,ug N m-3,monthly
12,concNno3pm10,CH0053R,Beromünster,47.18961391,8.175433684,797.0,ug N m-3,monthly
13,concNno3pm10,NL0008R,Bilthoven,52.116667,5.2,5.0,ug N m-3,monthly
14,concNno3pm10,NO0002R;NO0001R,Birkenes II,58.38853,8.252,219.0,ug N m-3,monthly
15,concNno3pm10,KZ0001R,Borovoe,53.002376,70.610526,334.0,ug N m-3,monthly
16,concNno3pm10,CA0023R,Bratts Lake,50.202778,-104.204167,600.0,ug N m-3,monthly
17,concNno3pm10,SE0005R,Bredkälen,63.85,15.333333,404.0,ug N m-3,monthly
18,concNno3pm10,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug N m-3,monthly
19,concNno3pm10,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug N m-3,monthly
20,concNno3pm10,IE0008R,Carnsore Point,52.178074,-6.364524,13.0,ug N m-3,monthly
21,concNno3pm10,CA0017R,Chapais,49.822222,-74.976389,381.0,ug N m-3,monthly
22,concNno3pm10,KR1036R,Cheju,33.3,126.166667,72.0,ug N m-3,monthly
