,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,wetoxs,PT0006R,Alfragide,38.738889,-9.2075,109.0,ug S m-2 d-1,monthly
1,wetoxs,CA0008R,Algoma,47.035,-84.381111,411.0,ug S m-2 d-1,monthly
2,wetoxs,NO0090R,Andøya,69.278333,16.011666,380.0,ug S m-2 d-1,monthly
3,wetoxs,PT0010R,Angra do Heroismo,38.666667,-27.216667,74.0,ug S m-2 d-1,monthly
4,wetoxs,DK0008R,Anholt,56.716667,11.516667,40.0,ug S m-2 d-1,monthly
5,wetoxs,SE0012R,Aspvreten,58.8,17.383333,20.0,ug S m-2 d-1,monthly
6,wetoxs,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug S m-2 d-1,monthly
7,wetoxs,ID1015U,Bandung,-6.9,107.583333,743.0,ug S m-2 d-1,monthly
8,wetoxs,TH1042U,Bangkok,13.766667,100.533333,2.0,ug S m-2 d-1,monthly
9,wetoxs,JP1024U,Banryu,34.683333,131.8,53.0,ug S m-2 d-1,monthly
10,wetoxs,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug S m-2 d-1,monthly
11,wetoxs,NO0001R,Birkenes II,58.383333,8.25,190.0,ug S m-2 d-1,monthly
12,wetoxs,CA0009R,Bonner Lake,49.386389,-82.121389,245.0,ug S m-2 d-1,monthly
13,wetoxs,PT0001R,Braganca,41.816667,-6.766667,690.0,ug S m-2 d-1,monthly
14,wetoxs,CA0023R,Bratts Lake,50.202778,-104.204167,600.0,ug S m-2 d-1,monthly
15,wetoxs,SE0005R,Bredkälen,63.85,15.333333,404.0,ug S m-2 d-1,monthly
16,wetoxs,NO1218R,Brekkebygda,60.3,9.733333,390.0,ug S m-2 d-1,monthly
17,wetoxs,DE0005R,Brotjacklriegel,48.819444,13.219167,1016.0,ug S m-2 d-1,monthly
18,wetoxs,BE0003R,Brugge,51.25,3.2,10.0,ug S m-2 d-1,monthly
19,wetoxs,CA0081R,Burnt Island,45.8167,-82.95,185.0,ug S m-2 d-1,monthly
20,wetoxs,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug S m-2 d-1,monthly
21,wetoxs,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug S m-2 d-1,monthly
22,wetoxs,CA0024R,Canterbury,45.955278,-66.476944,155.0,ug S m-2 d-1,monthly
23,wetoxs,CA0010R,Chalk River,46.062778,-77.404722,184.0,ug S m-2 d-1,monthly
24,wetoxs,CA0017R,Chapais,49.822222,-74.976389,381.0,ug S m-2 d-1,monthly
25,wetoxs,CH0004R,Chaumont,47.049722,6.979444,1137.0,ug S m-2 d-1,monthly
26,wetoxs,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug S m-2 d-1,monthly
27,wetoxs,CN1001U,Chongqing-Guanyinqiao,29.566667,106.516667,262.0,ug S m-2 d-1,monthly
28,wetoxs,CN1003R,Chongqing-Jinyunshan,29.816667,106.366667,800.0,ug S m-2 d-1,monthly
29,wetoxs,SK0002R,Chopok,48.933333,19.583333,2008.0,ug S m-2 d-1,monthly
30,wetoxs,CZ0005R,Churanov,49.066667,13.6,1118.0,ug S m-2 d-1,monthly
31,wetoxs,CA0025R,Coles Island,45.924444,-65.810833,100.0,ug S m-2 d-1,monthly
32,wetoxs,TR0001R,Cubuk II,40.5,33.0,1169.0,ug S m-2 d-1,monthly
33,wetoxs,RU0018R,Danki,54.9,37.8,150.0,ug S m-2 d-1,monthly
34,wetoxs,MY1053R,Danum Valley,4.983333,117.85,427.0,ug S m-2 d-1,monthly
35,wetoxs,NL0091R,De Zilk,52.3,4.5,6.0,ug S m-2 d-1,monthly
36,wetoxs,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug S m-2 d-1,monthly
37,wetoxs,PL0005R,Diabla Gora,54.15,22.066667,158.5,ug S m-2 d-1,monthly
38,wetoxs,FR0008R,Donon,48.5,7.133333,775.0,ug S m-2 d-1,monthly
39,wetoxs,ES0017R,Doñana,37.05194,-6.55528,35.0,ug S m-2 d-1,monthly
40,wetoxs,CA0011R,Egbert,44.231006,-79.783839,255.0,ug S m-2 d-1,monthly
41,wetoxs,ES0014R,Els Torms,41.39389,0.73472,470.0,ug S m-2 d-1,monthly
42,wetoxs,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug S m-2 d-1,monthly
43,wetoxs,CA0002R,Esther,51.666667,-110.2,707.0,ug S m-2 d-1,monthly
44,wetoxs,CA0012R,Experimental Lakes Area,49.663889,-93.721111,369.0,ug S m-2 d-1,monthly
45,wetoxs,NO0798R,Fagernes,60.983333,9.25,,ug S m-2 d-1,monthly
