,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,wetoxn,PT0006R,Alfragide,38.738889,-9.2075,109.0,ug N m-2 d-1,monthly
1,wetoxn,CA0008R,Algoma,47.035,-84.381111,411.0,ug N m-2 d-1,monthly
2,wetoxn,NO0090R,Andøya,69.278333,16.011666,380.0,ug N m-2 d-1,monthly
3,wetoxn,PT0010R,Angra do Heroismo,38.666667,-27.216667,74.0,ug N m-2 d-1,monthly
4,wetoxn,DK0008R,Anholt,56.716667,11.516667,40.0,ug N m-2 d-1,monthly
5,wetoxn,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-2 d-1,monthly
6,wetoxn,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug N m-2 d-1,monthly
7,wetoxn,ID1015U,Bandung,-6.9,107.583333,743.0,ug N m-2 d-1,monthly
8,wetoxn,TH1042U,Bangkok,13.766667,100.533333,2.0,ug N m-2 d-1,monthly
9,wetoxn,JP1024U,Banryu,34.683333,131.8,53.0,ug N m-2 d-1,monthly
10,wetoxn,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug N m-2 d-1,monthly
11,wetoxn,NO0001R,Birkenes II,58.383333,8.25,190.0,ug N m-2 d-1,monthly
12,wetoxn,CA0009R,Bonner Lake,49.386389,-82.121389,245.0,ug N m-2 d-1,monthly
13,wetoxn,PT0001R,Braganca,41.816667,-6.766667,690.0,ug N m-2 d-1,monthly
14,wetoxn,CA0023R,Bratts Lake,50.202778,-104.204167,600.0,ug N m-2 d-1,monthly
15,wetoxn,SE0005R,Bredkälen,63.85,15.333333,404.0,ug N m-2 d-1,monthly
16,wetoxn,NO1218R,Brekkebygda,60.3,9.733333,390.0,ug N m-2 d-1,monthly
17,wetoxn,DE0005R,Brotjacklriegel,48.819444,13.219167,1016.0,ug N m-2 d-1,monthly
18,wetoxn,BE0003R,Brugge,51.25,3.2,10.0,ug N m-2 d-1,monthly
19,wetoxn,CA0081R,Burnt Island,45.8167,-82.95,185.0,ug N m-2 d-1,monthly
20,wetoxn,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug N m-2 d-1,monthly
21,wetoxn,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug N m-2 d-1,monthly
22,wetoxn,CA0024R,Canterbury,45.955278,-66.476944,155.0,ug N m-2 d-1,monthly
23,wetoxn,CA0010R,Chalk River,46.062778,-77.404722,184.0,ug N m-2 d-1,monthly
24,wetoxn,CA0017R,Chapais,49.822222,-74.976389,381.0,ug N m-2 d-1,monthly
25,wetoxn,CH0004R,Chaumont,47.049722,6.979444,1137.0,ug N m-2 d-1,monthly
26,wetoxn,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug N m-2 d-1,monthly
27,wetoxn,CN1001U,Chongqing-Guanyinqiao,29.566667,106.516667,262.0,ug N m-2 d-1,monthly
28,wetoxn,CN1003R,Chongqing-Jinyunshan,29.816667,106.366667,800.0,ug N m-2 d-1,monthly
29,wetoxn,SK0002R,Chopok,48.933333,19.583333,2008.0,ug N m-2 d-1,monthly
30,wetoxn,CZ0005R,Churanov,49.066667,13.6,1118.0,ug N m-2 d-1,monthly
31,wetoxn,CA0025R,Coles Island,45.924444,-65.810833,100.0,ug N m-2 d-1,monthly
32,wetoxn,TR0001R,Cubuk II,40.5,33.0,1169.0,ug N m-2 d-1,monthly
33,wetoxn,RU0018R,Danki,54.9,37.8,150.0,ug N m-2 d-1,monthly
34,wetoxn,MY1053R,Danum Valley,4.983333,117.85,427.0,ug N m-2 d-1,monthly
35,wetoxn,NL0091R,De Zilk,52.3,4.5,6.0,ug N m-2 d-1,monthly
36,wetoxn,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug N m-2 d-1,monthly
37,wetoxn,PL0005R,Diabla Gora,54.15,22.066667,158.5,ug N m-2 d-1,monthly
38,wetoxn,FR0008R,Donon,48.5,7.133333,775.0,ug N m-2 d-1,monthly
39,wetoxn,ES0017R,Doñana,37.05194,-6.55528,35.0,ug N m-2 d-1,monthly
40,wetoxn,GB0095R,Driby,53.233333,0.066667,47.0,ug N m-2 d-1,monthly
41,wetoxn,CA0011R,Egbert,44.231006,-79.783839,255.0,ug N m-2 d-1,monthly
42,wetoxn,ES0014R,Els Torms,41.39389,0.73472,470.0,ug N m-2 d-1,monthly
43,wetoxn,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug N m-2 d-1,monthly
44,wetoxn,CA0002R,Esther,51.666667,-110.2,707.0,ug N m-2 d-1,monthly
45,wetoxn,CA0012R,Experimental Lakes Area,49.663889,-93.721111,369.0,ug N m-2 d-1,monthly
46,wetoxn,NO0798R,Fagernes,60.983333,9.25,,ug N m-2 d-1,monthly
47,wetoxn,HU0003R,Farkasfa,46.91,16.32,313.0,ug N m-2 d-1,monthly
48,wetoxn,CA0018R,Frelighsburg,45.050278,-72.861667,203.0,ug N m-2 d-1,monthly
49,wetoxn,CA0026R,Fundy NP,45.597778,-64.949167,55.0,ug N m-2 d-1,monthly
50,wetoxn,GB0016R,Glen Dye,56.9675,-2.588889,85.0,ug N m-2 d-1,monthly
51,wetoxn,GB0054R,Glen Saugh,56.907222,-2.559167,85.0,ug N m-2 d-1,monthly
52,wetoxn,IE0007R,Glenveagh,55.051944,-7.94,44.0,ug N m-2 d-1,monthly
53,wetoxn,CA0080R,Goose Bay B,53.2903,-60.388,39.0,ug N m-2 d-1,monthly
54,wetoxn,FI0053R,Hailuoto II,65.0,24.694167,6.0,ug N m-2 d-1,monthly
55,wetoxn,SE0020R,Hallahus,56.0429,13.148,190.0,ug N m-2 d-1,monthly
56,wetoxn,VN1047U,Hanoi,21.016667,105.85,5.0,ug N m-2 d-1,monthly
57,wetoxn,JP1021R,Happo,36.7,137.8,1850.0,ug N m-2 d-1,monthly
58,wetoxn,CA0004R,Harcourt B,46.5,-65.266667,37.0,ug N m-2 d-1,monthly
59,wetoxn,GB0036R,Harwell,51.573056,-1.316667,137.0,ug N m-2 d-1,monthly
60,wetoxn,NO0554R,Haukeland,60.816667,5.583333,190.0,ug N m-2 d-1,monthly
61,wetoxn,FI0092R,Hietajärvi,63.166667,30.716667,175.0,ug N m-2 d-1,monthly
62,wetoxn,GB0014R,High Muffles,54.334444,-0.8075,267.0,ug N m-2 d-1,monthly
63,wetoxn,VN1048R,Hoa Binh,20.816667,105.333333,23.0,ug N m-2 d-1,monthly
64,wetoxn,CA0027R,Holtville,46.538056,-66.4625,183.0,ug N m-2 d-1,monthly
65,wetoxn,NO0056R,Hurdal,60.372386,11.078142,300.0,ug N m-2 d-1,monthly
