,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,concNtnh,GE0001R,Abastumani,41.755053,42.825333,1650.0,ug N m-3,monthly
1,concNtnh,AM0001R,Amberd,40.38444444,44.260583333,2080.0,ug N m-3,monthly
2,concNtnh,NO0090R,Andøya,69.278333,16.011666,380.0,ug N m-3,monthly
3,concNtnh,DK0008R,Anholt,56.716667,11.516667,40.0,ug N m-3,monthly
4,concNtnh,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-3,monthly
5,concNtnh,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug N m-3,monthly
6,concNtnh,NO0002R;NO0001R,Birkenes II,58.38853,8.252,219.0,ug N m-3,monthly
7,concNtnh,SE0005R,Bredkälen,63.85,15.333333,404.0,ug N m-3,monthly
8,concNtnh,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug N m-3,monthly
9,concNtnh,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug N m-3,monthly
10,concNtnh,CZ0005R,Churanov,49.066667,13.6,1118.0,ug N m-3,monthly
11,concNtnh,TR0001R,Cubuk II,40.5,33.0,1169.0,ug N m-3,monthly
12,concNtnh,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug N m-3,monthly
13,concNtnh,PL0005R,Diabla Gora,54.15,22.066667,159.45,ug N m-3,monthly
14,concNtnh,ES0017R,Doñana,37.05194,-6.55528,35.0,ug N m-3,monthly
15,concNtnh,ES0014R,Els Torms,41.39389,0.73472,470.0,ug N m-3,monthly
16,concNtnh,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug N m-3,monthly
17,concNtnh,HU0003R,Farkasfa,46.91,16.32,314.0,ug N m-3,monthly
18,concNtnh,SE0020R,Hallahus,56.0429,13.148,190.0,ug N m-3,monthly
19,concNtnh,GB0014R,High Muffles,54.334444,-0.8075,267.0,ug N m-3,monthly
20,concNtnh,NO0056R,Hurdal,60.372386,11.078142,300.0,ug N m-3,monthly
21,concNtnh,FI0050R,Hyytiälä,61.85,24.283333,184.0,ug N m-3,monthly
22,concNtnh,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug N m-3,monthly
23,concNtnh,SI0008R,Iskrba,45.566667,14.866667,520.0,ug N m-3,monthly
24,concNtnh,RU0001R,Janiskoski,68.933333,28.85,118.0,ug N m-3,monthly
25,concNtnh,PL0002R,Jarczew,51.814408,21.972419,182.24,ug N m-3,monthly
26,concNtnh,HU0002R,K-puszta,46.966667,19.583333,128.0,ug N m-3,monthly
27,concNtnh,NO0055R,Karasjok,69.466667,25.216667,333.0,ug N m-3,monthly
28,concNtnh,DK0005R,Keldsnor,54.746495,10.73616,10.0,ug N m-3,monthly
29,concNtnh,CZ0003R,Kosetice (NOAK),49.573394,15.080278,535.0,ug N m-3,monthly
30,concNtnh,NO0039R,Kårvatn,62.783333,8.883333,210.0,ug N m-3,monthly
31,concNtnh,FR0015R,La Tardière,46.65,-0.75,133.0,ug N m-3,monthly
32,concNtnh,PL0004R,Leba,54.753894,17.534264,5.0,ug N m-3,monthly
33,concNtnh,MD0013R,Leova II,46.4884,28.2835,166.0,ug N m-3,monthly
34,concNtnh,ES0004R,Logroño,42.457778,-2.503056,445.0,ug N m-3,monthly
35,concNtnh,GB0006R,Lough Navar,54.443056,-7.87,126.0,ug N m-3,monthly
36,concNtnh,ES0006R,Mahón,39.87528,4.31639,78.0,ug N m-3,monthly
37,concNtnh,DE0007R,Neuglobsow,53.166667,13.033333,65.5,ug N m-3,monthly
38,concNtnh,ES0008R,Niembro,43.43917,-4.85,134.0,ug N m-3,monthly
39,concNtnh,ES0005R,Noia,42.72056,-8.92361,683.0,ug N m-3,monthly
40,concNtnh,SE0022R,Norunda Stenen,60.0858,17.50528,45.0,ug N m-3,monthly
41,concNtnh,NO1665R,Ny-Ålesund - Nordpolhotellet,78.92472,11.92643,8.0,ug N m-3,monthly
42,concNtnh,NO1154R,Ny-Ålesund - Transformatorbua,78.92501,11.92659,8.0,ug N m-3,monthly
43,concNtnh,ES0016R,O Saviñao,42.63472,-7.70472,506.0,ug N m-3,monthly
44,concNtnh,NO0041R,Osen,61.25,11.783333,440.0,ug N m-3,monthly
45,concNtnh,FI0022R,Oulanka,66.320278,29.401667,310.0,ug N m-3,monthly
46,concNtnh,FI0036R,Pallas (Matorova),68.0,24.237222222,340.0,ug N m-3,monthly
47,concNtnh,CH0002R,Payerne,46.813056,6.944722,489.0,ug N m-3,monthly
48,concNtnh,ES0013R,Penausende,41.23889,-5.8975,985.0,ug N m-3,monthly
49,concNtnh,FR0013R,Peyrusse Vieille,43.616667,0.183333,200.0,ug N m-3,monthly
50,concNtnh,LT0015R,Preila,55.3761111111,21.0305555556,7.0,ug N m-3,monthly
51,concNtnh,NO0043R,Prestebakke,59.0,11.533333,160.0,ug N m-3,monthly
52,concNtnh,FR0009R,Revin,49.9,4.633333,390.0,ug N m-3,monthly
53,concNtnh,CH0005R,Rigi,47.0675,8.463889,1031.0,ug N m-3,monthly
54,concNtnh,ES0015R,Risco Llamo,39.516667,-4.35,1241.0,ug N m-3,monthly
55,concNtnh,DK0012R,Risoe,55.693588,12.085797,3.0,ug N m-3,monthly
56,concNtnh,ES0003R,Roquetas,40.820556,0.491389,44.0,ug N m-3,monthly
57,concNtnh,LV0010R,Rucava,56.161944,21.173056,19.8,ug N m-3,monthly
58,concNtnh,SE0014R,Råö,57.394,11.914,5.0,ug N m-3,monthly
59,concNtnh,SE0002R,Rörvik,57.416667,11.933333,10.0,ug N m-3,monthly
60,concNtnh,ES0001R,San Pablo de los Montes,39.54694,-4.35056,917.0,ug N m-3,monthly
61,concNtnh,DE0003R,Schauinsland,47.914722,7.908611,1208.5,ug N m-3,monthly
62,concNtnh,NO0008R,Skreådalen,58.816667,6.716667,475.0,ug N m-3,monthly
63,concNtnh,PL0003R,Sniezka,50.736444,15.7395,1607.5,ug N m-3,monthly
64,concNtnh,SK0006R,Starina,49.05,22.266667,345.0,ug N m-3,monthly
65,concNtnh,NO0047R,Svanvik,69.45,30.033333,30.0,ug N m-3,monthly
66,concNtnh,CZ0001R,Svratouch,49.735084444,16.034196944,735.0,ug N m-3,monthly
