,var,station_id,station_name,latitude,longitude,altitude,unit,freq
0,conco3,CY0002R,Agia Marina Xyliatou ; Cyprus Atmospheric Observatory,35.0381,33.0578,523.0,ug m-3,daily
1,conco3,GR0001R,Aliartos,38.366667,23.083333,110.0,ug m-3,daily
2,conco3,SE0018R,Asa,57.1645,14.7825,180.0,ug m-3,daily
3,conco3,GB0031R,Aston Hill,52.503889,-3.033056,370.0,ug m-3,daily
4,conco3,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug m-3,daily
5,conco3,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug m-3,daily
6,conco3,CH0053R,Beromünster,47.18961391,8.175433684,797.0,ug m-3,daily
7,conco3,SE0005R,Bredkälen,63.85,15.333333,404.0,ug m-3,daily
8,conco3,GB0033R,Bush,55.858611,-3.205,180.0,ug m-3,daily
9,conco3,NL0644R,Cabauw Wielsekade,51.974444,4.923611,3.0,ug m-3,daily
10,conco3,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug m-3,daily
11,conco3,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug m-3,daily
12,conco3,GB0053R,Charlton Mackrell,51.05625,-2.68345,54.0,ug m-3,daily
13,conco3,CH0004R,Chaumont,47.049722,6.979444,1137.0,ug m-3,daily
14,conco3,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug m-3,daily
15,conco3,SK0002R,Chopok,48.933333,19.583333,2008.0,ug m-3,daily
16,conco3,CZ0005R,Churanov,49.066667,13.6,1121.0,ug m-3,daily
17,conco3,NL0091R,De Zilk,52.3,4.5,6.0,ug m-3,daily
18,conco3,PL0005R,Diabla Gora,54.15,22.066667,161.35,ug m-3,daily
19,conco3,FR0008R,Donon,48.5,7.133333,775.0,ug m-3,daily
20,conco3,ES0017R,Doñana,37.05194,-6.55528,35.0,ug m-3,daily
21,conco3,AT0045R,Dunkelsteinerwald,48.371111,15.546667,320.0,ug m-3,daily
22,conco3,NL0007R,Eibergen,52.083333,6.566667,22.0,ug m-3,daily
23,conco3,ES0014R,Els Torms,41.39389,0.73472,470.0,ug m-3,daily
24,conco3,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug m-3,daily
25,conco3,SE0013R,Esrange,67.883333,21.066667,475.0,ug m-3,daily
26,conco3,BE0032R,Eupen,50.629421,6.001019,295.0,ug m-3,daily
27,conco3,HU0003R,Farkasfa,46.91,16.32,314.0,ug m-3,daily
28,conco3,GR0002R,Finokalia,35.3377990723,25.6693992615,154.0,ug m-3,daily
29,conco3,AT0043R,Forsthof,48.106111,15.919444,581.0,ug m-3,daily
30,conco3,AT0038R,Gerlitzen,46.693611,13.915,1895.0,ug m-3,daily
31,conco3,AT0050R,Graz Lustbuehel,47.066944444,15.493611111,481.0,ug m-3,daily
32,conco3,AT0049R,Grebenzen bei St. Lamprecht,47.040277,14.33,1648.0,ug m-3,daily
33,conco3,SE0039R,Grimsö,59.728,15.472,132.0,ug m-3,daily
34,conco3,FR0024R,Guipry,47.831888889,-1.836333333,29.45,ug m-3,daily
35,conco3,AT0046R,Gänserndorf,48.334722,16.730556,161.0,ug m-3,daily
36,conco3,SE0020R,Hallahus,56.0429,13.148,190.0,ug m-3,daily
37,conco3,AT0041R,Haunsberg,47.973056,13.016111,730.0,ug m-3,daily
38,conco3,AT0042R,Heidenreichstein,48.878611,15.046667,570.0,ug m-3,daily
39,conco3,GB0014R,High Muffles,54.334444,-0.8075,267.0,ug m-3,daily
40,conco3,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug m-3,daily
41,conco3,IT0004R,Ispra,45.8,8.633333,215.5,ug m-3,daily
42,conco3,CH0001G,Jungfraujoch,46.5475,7.985,3578.0,ug m-3,daily
43,conco3,HU0002R,K-puszta,46.966667,19.583333,125.0,ug m-3,daily
44,conco3,RS0005R,Kamenicki vis,43.4,21.95,813.0,ug m-3,daily
45,conco3,DK0005R,Keldsnor,54.746495,10.73616,10.0,ug m-3,daily
46,conco3,NL0009R,Kollumerwaard,53.333889,6.277222,3.0,ug m-3,daily
47,conco3,SI0033R,Kovk,46.128611,15.113889,603.0,ug m-3,daily
48,conco3,FR0018R,La Coulonche,48.633333,-0.45,309.0,ug m-3,daily
49,conco3,FR0015R,La Tardière,46.65,-0.75,137.0,ug m-3,daily
50,conco3,GB0037R,Ladybower Res.,53.398889,-1.753333,420.0,ug m-3,daily
51,conco3,EE0009R,Lahemaa,59.5,25.9,32.0,ug m-3,daily
52,conco3,FR0016R,Le Casset,45.0,6.466667,1750.0,ug m-3,daily
53,conco3,GB0052R,Lerwick,60.13922,-1.185319,85.0,ug m-3,daily
54,conco3,GB0006R,Lough Navar,54.443056,-7.87,126.0,ug m-3,daily
55,conco3,GB0038R,Lullington Heath,50.792778,0.179444,120.0,ug m-3,daily
